item_id,strategy_name,primary_url,author,source_hash,lineage_id,lineage_representative_item_id,lineage_size,nearest_item_id,relation,source_similarity,core_function_similarity,shared_post,shared_author
2025年度精选策略/70.超稳的股息率+均线选股策略.txt,超稳的股息率+均线选股策略,https://www.joinquant.com/post/27782,策略人生,bc6284c165b7fdf61b4acc45ff6475c9e0b265106b1b3bcad2a38804713c8952,L-765269ee5d,2025年度精选策略/70.超稳的股息率+均线选股策略.txt,1,2025年度精选策略/26.稳定高回报周期股策略2.txt,independent,0.14949,0.153846,false,false
2025年度精选策略/71.【股指策略】【研报复现】周内与日内结合CTA.txt,【股指策略】【研报复现】周内与日内结合CTA,https://www.joinquant.com/post/30310,魔术先生,9bde51fa57fefe91ccb0c3c5faaade1e241ece1baed7ee4a91f638f9fd6dbefa,L-73fb5b9221,2025年度精选策略/71.【股指策略】【研报复现】周内与日内结合CTA.txt,1,2025年度精选策略/72.【股指期货】收盘折溢价策略.txt,independent,0.185638,0.142857,false,true
2025年度精选策略/72.【股指期货】收盘折溢价策略.txt,【股指期货】收盘折溢价策略,https://www.joinquant.com/post/30028,魔术先生,b5fedf5b01d13ee38504e73f4e456312b658b06c2e2e2e500b6bee2cc2fa06a0,L-32a4a336d4,2025年度精选策略/72.【股指期货】收盘折溢价策略.txt,1,2022年度精选策略/71.期货日内策略三价均线结合ATR指标.txt,independent,0.30596,0.176471,false,false
2025年度精选策略/73.基于期权PCR与标的波动率价差的股指期货套利.txt,基于期权PCR与标的波动率价差的股指期货套利,https://www.joinquant.com/post/27664,魔术先生,169b86a1782281ae8717101b0fc4f6ccaaf75c79ed2ca31a50b3fcbf3f3f5474,L-6edd240460,2025年度精选策略/73.基于期权PCR与标的波动率价差的股指期货套利.txt,1,2025年度精选策略/90.超稳+翻倍，贝塔值只有0.048的期指策略.txt,independent,0.549184,0.136364,false,false
2025年度精选策略/74.迪马克TD趋势反转指标.txt,迪马克TD趋势反转指标,https://www.joinquant.com/post/28543,魔术先生,9457bcb2bdde98fa71fbe5774b463585104f3a376ef2b8b30c218f819492ddd8,L-fb78dbe0d4,2025年度精选策略/74.迪马克TD趋势反转指标.txt,1,2025年度精选策略/73.基于期权PCR与标的波动率价差的股指期货套利.txt,independent,0.08937,0.0,false,true
2025年度精选策略/75.最近2年年化100%以上回撤12%的打板策略-验证策略.txt,最近2年年化100%以上回撤12%的打板策略-验证策略,https://www.joinquant.com/post/28552,大思维者,55c624be526190e788b50832c70b0c0ecbab1da6951c653f85d203e66a3eef21,L-2e05cae64d,2025年度精选策略/75.最近2年年化100%以上回撤12%的打板策略-验证策略.txt,1,2022年度精选策略/68.胜率78%，6年36倍，今年行情依然50%年化.txt,independent,0.074914,0.0,false,false
2025年度精选策略/76.日内交易策略R-breaker - 300346.XSHE.txt,日内交易策略R-breaker - 300346.XSHE,https://www.joinquant.com/post/26397,Pole,2abd0dbb4a3e72d0bcde9c6ccf07fbefdb66124f743a6e8f3e3e346ea9089d69,L-cab1cc801d,2025年度精选策略/76.日内交易策略R-breaker - 300346.XSHE.txt,1,2020年度精选策略/45 布林带策略.txt,independent,0.192547,0.0,false,false
"2025年度精选策略/77.超强单因子策略（EBIT,EV）.txt","超强单因子策略（EBIT,EV）",https://www.joinquant.com/post/24809,乌龟赛跑7,6f053a2d1637a05427bcbbdd8e572e4657888841d8b9bb848b9089688afa2911,L-e113a14253,"2025年度精选策略/77.超强单因子策略（EBIT,EV）.txt",1,2020年度精选策略/45 布林带策略.txt,independent,0.094268,0.0,false,false
2025年度精选策略/78.机器学习模型大比拼!.txt,机器学习模型大比拼!,,,015fa801bbf5c45a1fb978e8976b0b174083363e516018aa718f614f118c4570,L-d154dec7e0,2025年度精选策略/78.机器学习模型大比拼!.txt,1,2025年度精选策略/12.机器学习用于量化分析.txt,independent,0.058033,0.025,false,false
2025年度精选策略/79.【多因子选股模型框架】(单因子各项指标评分细则).txt,【多因子选股模型框架】(单因子各项指标评分细则),https://www.joinquant.com/post/27018,酷安克L2,6e21655c6e779726a2dafd06c24096d36d421a04e28ed9450bb885b87c0585a8,L-7fb0aad2aa,2025年度精选策略/79.【多因子选股模型框架】(单因子各项指标评分细则).txt,1,2020年度精选策略/96 沪港两地上市的银行股翻倍策略报告.txt,independent,0.106312,0.0,false,false
2025年度精选策略/8.因子分析 营业利润TTM.txt,因子分析 营业利润TTM,,,827fac39fc24780e4e7afff455431666b9f530bfd0dac70a59b9e7598c76cd8a,L-62b6110ee4,2025年度精选策略/8.因子分析 营业利润TTM.txt,1,2025年度精选策略/87.穿越牛熊基业长青的价值精选策略（小资本也有大作为）.txt,independent,0.016658,0.022727,false,false
2025年度精选策略/80.公募基金抱团.txt,公募基金抱团,https://www.joinquant.com/post/29768,dejiangwang,e94d9290e844c7c2521b3d9874ca857c64d416414b683f9355b4b3498a889d2a,L-a8182fcb52,2025年度精选策略/80.公募基金抱团.txt,1,2023年度精选策略/30.跟着基金报团！！！174% 回撤 7.33%.txt,independent,0.16955,0.125,false,false
2025年度精选策略/81.无杠杆，稳定盈利的etf轮动，06年开始3000%收益.txt,无杠杆，稳定盈利的etf轮动，06年开始3000%收益,https://www.joinquant.com/post/24321,热爱大自然,e7cb440a2c52104a45ac6c8aad077f3eb1f7cc32e59b2136c7602cc11db35288,L-f253e0ef18,2023年度精选策略/6.21年度6.为了挣点积分自己实盘的策略分享出来.txt,2,2023年度精选策略/6.21年度6.为了挣点积分自己实盘的策略分享出来.txt,near-duplicate,0.992359,0.818182,false,false
2025年度精选策略/82.无需先验知识，动态选择的etf轮动策略，更具鲁棒性.txt,无需先验知识，动态选择的etf轮动策略，更具鲁棒性,https://www.joinquant.com/post/24429,热爱大自然,bd620dd71ce4fbb4471f1103bca8da2912bef2ed1892332a589db483d419e8dc,L-972073c109,2025年度精选策略/82.无需先验知识，动态选择的etf轮动策略，更具鲁棒性.txt,1,2025年度精选策略/81.无杠杆，稳定盈利的etf轮动，06年开始3000%收益.txt,independent,0.749415,0.235294,false,true
2025年度精选策略/83.识别趋势震荡之神器 MESA最大熵谱分析（一）：滤波器建立.txt,识别趋势震荡之神器 MESA最大熵谱分析（一）：滤波器建立,,,a2720eecb7d7067a14ef2f4743c16ac871157008acdbe28c5d8ff015622720a6,L-2b8b2c16b8,2025年度精选策略/83.识别趋势震荡之神器 MESA最大熵谱分析（一）：滤波器建立.txt,1,2025年度精选策略/34.套利三年，我的本金翻了10倍.txt,independent,0.024017,0.0,false,false
2025年度精选策略/84.ETF网格交易策略.txt,ETF网格交易策略,https://www.joinquant.com/post/27759,pia19,e67d78c6395e8c53cbf49b2e8613566b4b26fa865ded53b2d47f3531ed68335c,L-9f2bcb76c7,2025年度精选策略/84.ETF网格交易策略.txt,1,2020年度精选策略/30 基于LSTM模型预测股票价格走势.txt,independent,0.118072,0.0,false,false
2025年度精选策略/85.易方达中小盘（魔改版）.txt,易方达中小盘（魔改版）,https://www.joinquant.com/post/28287,猪头港,2b560c3908dc04820199d6b33ecfc5698918216864811a38529cf8b0172a4ebc,L-7c6648e156,2025年度精选策略/85.易方达中小盘（魔改版）.txt,1,2020年度精选策略/50 简单配对交易.txt,independent,0.100478,0.0,false,false
2025年度精选策略/86.北上詹姆斯.txt,北上詹姆斯,https://www.joinquant.com/post/29225,猪头港,e12bcb2e2b229cc365f3a371de6f6db5e4dc97d622a022abc76a3e97724b5ba6,L-33271b22a8,2025年度精选策略/86.北上詹姆斯.txt,1,2023年度精选策略/58.北向RSRS与布林带择时.txt,independent,0.367695,0.076923,false,false
2025年度精选策略/87.穿越牛熊基业长青的价值精选策略（小资本也有大作为）.txt,穿越牛熊基业长青的价值精选策略（小资本也有大作为）,https://www.joinquant.com/post/28567,发现alpha,bea6d9fdeb45c0a8f933ed4e2afd953ab00ec0a20ea64269ca8ad1ff71addcbd,L-bee7b1b173,2025年度精选策略/87.穿越牛熊基业长青的价值精选策略（小资本也有大作为）.txt,1,2020年度精选策略/07 穿越牛熊基业长青的价值精选策略.txt,independent,0.735211,0.235294,false,false
2025年度精选策略/88.基于动量因子的ETF轮动加上RSRS择时.txt,基于动量因子的ETF轮动加上RSRS择时,https://www.joinquant.com/post/26142,慕长风,e900d4d4445d4cee59f617fc8a58ff922e9c768712f3edf1d6c224ecdaaacfab,L-147fec9edd,2025年度精选策略/88.基于动量因子的ETF轮动加上RSRS择时.txt,1,2024年度精选策略/31.动量因子加RSRS择时和ETF轮动每日调仓.txt,independent,0.560766,0.266667,false,false
2025年度精选策略/89.2020年效果很好的策略-龙回头策略v3.0.txt,年效果很好的策略-龙回头策略v3.0,https://www.joinquant.com/post/27429,橘座量化,13e93c4d0c80fb03c0bc92b942bbe9d136ba29d0c6adf091ecbe2621b6159f96,L-a43f1eadc5,2023年度精选策略/25.这个可入得了你们法眼.txt,3,2025年度精选策略/1.龙回头3.0回测速度优化版.txt,near-duplicate,0.837805,0.75,false,false
2025年度精选策略/9.持续跑赢大盘-真蓝筹v2(资金容量千万以上).txt,持续跑赢大盘-真蓝筹v2(资金容量千万以上),https://www.joinquant.com/post/26117,柱子嗨翻天,a688d7efcdeef3524b877eb56e643238012a7ea1397dfd1891caa6cd82bb7fb1,L-a13fba14ed,2025年度精选策略/9.持续跑赢大盘-真蓝筹v2(资金容量千万以上).txt,1,2020年度精选策略/05 兄台且慢，去天台排队不如看看这个策略先.txt,independent,0.296453,0.0,false,false
2025年度精选策略/90.超稳+翻倍，贝塔值只有0.048的期指策略.txt,超稳+翻倍，贝塔值只有0.048的期指策略,https://www.joinquant.com/post/30449,老虎渔,ba11a0fcffd68bcb8a8416aea0ceb7ab2549d852ed1b48e15b48930dc171bd8c,L-5731efb2c7,2023年度精选策略/34.超稳+翻倍，贝塔值只有0.048的期指策略.txt,2,2023年度精选策略/34.超稳+翻倍，贝塔值只有0.048的期指策略.txt,exact-source,1.0,1.0,true,true
2025年度精选策略/91.欧奈尔 RPS选股战法回测.txt,欧奈尔 RPS选股战法回测,https://www.joinquant.com/post/27255,子不语19,72085c5a1a59b5dbec5735b5e9d8e837c08d8993b47672fbf940c79fa7f35ac5,L-c57af50fcf,2025年度精选策略/91.欧奈尔 RPS选股战法回测.txt,1,2020年度精选策略/45 布林带策略.txt,independent,0.159562,0.090909,false,false
2025年度精选策略/92.敢于直接实盘的—八仙过海V2.txt,敢于直接实盘的—八仙过海V2,https://www.joinquant.com/post/30551,Funine,19c3c6562f9796fb6fb3bb1a55dc60ddc32113d198c40fe087255f3ee3e123be,L-47811dd4f6,2023年度精选策略/45.敢于直接实盘的—八仙过海V2.txt,2,2023年度精选策略/45.敢于直接实盘的—八仙过海V2.txt,exact-source,1.0,1.0,true,true
2025年度精选策略/93北向Boll带_ETF组合宝付费策略.txt,北向Boll带_ETF组合宝付费策略,https://www.joinquant.com/post/30461,Funine,0d976caee1aad97f98ed7d6d50d5c9e16c0836508af837a8ecb7b00df86b0e29,L-4f36942386,2023年度精选策略/31.北向Boll带_ETF组合宝付费策略.txt,2,2023年度精选策略/31.北向Boll带_ETF组合宝付费策略.txt,exact-source,1.0,1.0,true,true
2025年度精选策略/94.小资金短线策略.txt,小资金短线策略,https://www.joinquant.com/post/28782,rickch,f23debb0908112501d41e6867a2aa90a7d3b27e7c829c3e41f869abe57b17f62,L-04914d8d76,2025年度精选策略/94.小资金短线策略.txt,1,2020年度精选策略/10 追三板策略.txt,independent,0.061333,0.1,false,false
2025年度精选策略/95.冲天炮最高板策略迭代.txt,冲天炮最高板策略迭代,https://www.joinquant.com/post/29403,暗影之光,71ec59596a34f75993fd5bf24e372181be2b6fa091412acf65dc3deeac76c2f4,L-ef218d8479,2025年度精选策略/95.冲天炮最高板策略迭代.txt,1,2025年度精选策略/20.冲天炮最高板策略，收益惊呆了我.txt,independent,0.554636,0.125,false,false
2025年度精选策略/96.分享一个简单的选股器.txt,分享一个简单的选股器,,,9f157db1512273a91515b8fbcb0f9b8386651fee5412ab2fe558b09363b1e0de,L-f49b0c7864,2025年度精选策略/96.分享一个简单的选股器.txt,1,2023年度精选策略/70.回踩均线搏反弹，21年来70%，无未来（测试第一弹）.txt,independent,0.503574,0.473684,false,false
2025年度精选策略/97.稳定高回报周期股策略2-RSRS择时.txt,稳定高回报周期股策略2-RSRS择时,https://www.joinquant.com/post/29915,风轻云淡0769,e93b754c22b73fb93106d8f82c4c57adae71873714b34a137eb5c0339820bbc6,L-242266fb23,2025年度精选策略/97.稳定高回报周期股策略2-RSRS择时.txt,1,2025年度精选策略/26.稳定高回报周期股策略2.txt,independent,0.644928,0.1875,false,false
2025年度精选策略/98.追涨大师（超额142）.txt,追涨大师（超额142）,https://www.joinquant.com/post/30457,张仨06,8f55031c26435ae4c325f5979d298baef5bd399a85c115c067f2d6014ce9aa72,L-1e76543669,2025年度精选策略/98.追涨大师（超额142）.txt,1,2025年度精选策略/56.大盘一路向上时，追总龙头2个月3倍.txt,independent,0.144343,0.0,false,false
2025年度精选策略/99.最新龙回头5.0速度优化版+风险控制版本.txt,最新龙回头5.0速度优化版+风险控制版本,https://www.joinquant.com/post/30071,GoodThinker,462199d1eee795d912c1190c738eb87f58d109415a7fe614cdddcb85fbf0289c,L-c0dc5f0e61,2025年度精选策略/99.最新龙回头5.0速度优化版+风险控制版本.txt,1,2022年度精选策略/61.简单ETF策略，年化97%.txt,independent,0.124548,0.081081,false,false
聚宽2026年精选/10.10年52倍，年化59，全新因子方法超稳定.txt,年52倍，年化59，全新因子方法超稳定,https://www.joinquant.com/post/44699,小白F,b6acc973db56882a74e240352f98904e45f92d5be30de8f4c4a62a1d92ded781,L-4d17e06a6e,2024年度精选策略/15.10年52倍，年化59%，全新因子方法超稳定.txt,2,2024年度精选策略/15.10年52倍，年化59%，全新因子方法超稳定.txt,exact-source,1.0,1.0,true,true
聚宽2026年精选/100使用K-means 聚类对基金分类.py,使用K-means 聚类对基金分类,,,b09270e1bd2b29588a6054e47a18f5b803548633e85984accffe7b30bd9d5d95,L-d63bddc1e9,聚宽2026年精选/100使用K-means 聚类对基金分类.py,1,"2022年度精选策略/94.FoF, all in.txt",independent,0.10089,0.0,false,false
聚宽2026年精选/11低风险中等收益策略.txt,低风险中等收益策略,https://www.joinquant.com/post/48789,Gyron,b50eab823453d45011fe491409debce74dbb585fada5536975e2e3b61c4ebf5a,L-34fd43a31f,聚宽2026年精选/11低风险中等收益策略.txt,1,"聚宽2026年精选/53TSmall-100, 微盘三正.txt",independent,0.421839,0.0,false,true
聚宽2026年精选/12用子账户模拟多策略分仓.txt,用子账户模拟多策略分仓,https://www.joinquant.com/post/47344,赌神Buffett,d24079c065f666e3ce09c36bf23b076c5e2fd11289ea41281a016cad2ee6f5bc,L-ed1aa2afbf,聚宽2026年精选/12用子账户模拟多策略分仓.txt,1,聚宽2026年精选/47多策略整合大E小十年百倍（年化64）.txt,independent,0.235409,0.098765,false,false
聚宽2026年精选/13首板高开-低开-弱转强混合策略（今年收益1138.61）.txt,首板高开-低开-弱转强混合策略（今年收益1138.61）,https://www.joinquant.com/post/49499,天山灵兔,1223fa2c2d3378fcd59421eee3178261cef37fca7e27663d2ca9114fe5796944,L-d2a33e10c5,聚宽2026年精选/13首板高开-低开-弱转强混合策略（今年收益1138.61）.txt,1,聚宽2026年精选/7追首板涨停 过去两年年化304%.txt,independent,0.610717,0.25,false,false
聚宽2026年精选/14安全摸狗策略.txt,安全摸狗策略,https://www.joinquant.com/post/49263,MarioC,fabc3f447c2e7e0bb1ac90248a8d9d3454676a6314ee45d55d470476f75918b2,L-dc831cbd46,聚宽2026年精选/14安全摸狗策略.txt,3,聚宽2026年精选/69“稳定摸狗策略”学习笔记.txt,near-duplicate,0.980851,0.6,false,false
聚宽2026年精选/15小市值排除3个bug版，22年至今收益506.txt,小市值排除3个bug版，22年至今收益506,https://www.joinquant.com/post/47933,1616,a66398162e655d9ca084a4e2b0edcbf9529f2f178e176016ca270c8d9f3c7dcd,L-242985d3fd,聚宽2026年精选/15小市值排除3个bug版，22年至今收益506.txt,4,聚宽2026年精选/6国九小市值策略【年化100.5】.txt,near-duplicate,0.825553,0.44,false,false
聚宽2026年精选/16集合竞价三合一，今年收益1067.txt,集合竞价三合一，今年收益1067,https://www.joinquant.com/post/49474,jevon y,6cdd36dc8c644fb92ff84386547f2ff2fd30344f2e67261fabf3b934538f9017,L-ec54a709f7,聚宽2026年精选/16集合竞价三合一，今年收益1067.txt,1,聚宽2026年精选/21【原创】年化123涨停弱转强竞价战法.txt,independent,0.607763,0.461538,false,false
聚宽2026年精选/17多品种ETF动量轮动+EPO优化.txt,多品种ETF动量轮动+EPO优化,https://www.joinquant.com/post/47208,openhe,438cb254e50a3056eb125b67b17b051fea7ef78bd7f6a1f079349730feb331ba,L-60a7724bee,聚宽2026年精选/17多品种ETF动量轮动+EPO优化.txt,1,2024年度精选策略/52.增强型投资组合优化（EPO）方法试用.txt,independent,0.50268,0.0,false,false
聚宽2026年精选/18国庆节献礼：实例说明白马股攻防转换策略.txt,国庆节献礼：实例说明白马股攻防转换策略,https://www.joinquant.com/post/50043,蚂蚁量化,6c6905417ffd57c263e885dfe8be4be9c64e0ac403217909ab15f9c102c7f8ad,L-b2c15ddbbc,聚宽2026年精选/18国庆节献礼：实例说明白马股攻防转换策略.txt,1,2024年度精选策略/16.大市值价值投资，从2005年至今超额稳定.txt,independent,0.598224,0.357143,false,false
聚宽2026年精选/19机器学习线性回归小市值.txt,机器学习线性回归小市值,https://www.joinquant.com/post/48426,MarioC,1d52f7fcf103553be0753fdf6ffa4f9dc6d8c18b7dcd5637543a4a145bd8f9c8,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,2024年度精选策略/1.差不多得了.txt,near-duplicate,0.996873,0.888889,false,false
聚宽2026年精选/20小盘股动态调仓，100只10年17倍.py,小盘股动态调仓，100只10年17倍,,,17f506f096d45caf6e9e514dca7c4f9416128006060c4c1784e488690f280483,L-5050ec248d,聚宽2026年精选/20小盘股动态调仓，100只10年17倍.py,1,聚宽2026年精选/100使用K-means 聚类对基金分类.py,independent,0.061453,0.0,false,false
聚宽2026年精选/21【原创】年化123涨停弱转强竞价战法.txt,【原创】年化123涨停弱转强竞价战法,https://www.joinquant.com/post/48357,漩涡蓝蛙,bb7f481372410c7b331ab6fccf7ee35e503dfe1ef829461060a0aef60530cefd,L-3ea5b56368,聚宽2026年精选/21【原创】年化123涨停弱转强竞价战法.txt,1,聚宽2026年精选/16集合竞价三合一，今年收益1067.txt,independent,0.607763,0.461538,false,false
聚宽2026年精选/22带上止损的核心资产轮动才更安心，低回撤，高收益率.txt,带上止损的核心资产轮动才更安心，低回撤，高收益率,https://www.joinquant.com/post/47966,养家大哥,bd0a868f683272497e0807d8d9b74ef840ff87c2ca241671cc3825819e5462d4,L-ed0a757909,聚宽2026年精选/22带上止损的核心资产轮动才更安心，低回撤，高收益率.txt,1,2024年度精选策略/3.【回顾3】ETF策略之核心资产轮动.txt,independent,0.401425,0.125,false,false
聚宽2026年精选/23大盘择时，逻辑简单.txt,大盘择时，逻辑简单,https://www.joinquant.com/post/47516,gjbdyrs,056178ade905ab498ddf994ef541ebe9ec5d3a37a3682151bc2b0990555e7006,L-be2b60b6ea,聚宽2026年精选/23大盘择时，逻辑简单.txt,1,聚宽2026年精选/4高股息低市盈率高增长的价投策略.txt,independent,0.301018,0.26087,false,false
聚宽2026年精选/24大容量低回撤价值投资-排除小市值因子.txt,大容量低回撤价值投资-排除小市值因子,https://www.joinquant.com/post/47566,Ahfu,8f749b41192dd53662d8b2c1809efac8e862cae9e4deef97c94d52bc96132482,L-5647b78281,聚宽2026年精选/24大容量低回撤价值投资-排除小市值因子.txt,1,2022年度精选策略/28.【回顾2】小市值成长股策略更新SG-MS-PEG-HL.txt,independent,0.394565,0.227273,false,false
聚宽2026年精选/25冷饭热吃之三，14年至今年华99.99.txt,冷饭热吃之三，14年至今年华99.99,https://www.joinquant.com/post/47527,韶华不负,1445ef9b2dfe421d39024001a9e7130f7dae9c4b5271bff4a13e72b0bc7313a9,L-c2736a2f72,聚宽2026年精选/25冷饭热吃之三，14年至今年华99.99.txt,1,聚宽2026年精选/34十年回测 年化103.32% 最大回撤23.89%.txt,independent,0.652322,0.25,false,false
聚宽2026年精选/26波动率过滤后相关性最小etf轮动.txt,波动率过滤后相关性最小etf轮动,https://www.joinquant.com/post/49615,开心果,585b4b6ce252b9414a4c3552971daa534f4ecd77ffbad792d4b7fcb6db8fadcc,L-1d881c5296,聚宽2026年精选/26波动率过滤后相关性最小etf轮动.txt,1,聚宽2026年精选/74趋势筛选后相关性最小etf轮动.txt,independent,0.516509,0.0,false,false
聚宽2026年精选/27人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,人工智能强化学习DQN交易智能体（回馈社区公开训练代码）,https://www.joinquant.com/post/44758,MarioC,25eeecfb138d9843093deb9faec802184d50f4b2c8efae294801fa3b2913bc33,L-2089f0ea96,2024年度精选策略/41.人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,2,2024年度精选策略/41.人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,exact-source,1.0,1.0,true,true
聚宽2026年精选/28韶华研究之十九，一致性用在微盘控制回撤.txt,韶华研究之十九，一致性用在微盘控制回撤,https://www.joinquant.com/post/47349,韶华不负,78119fe3bb295bc6852ba0baf1db452d966eb50a6bc62cc0cb7718f1da9cbeab,L-19813facd6,聚宽2026年精选/28韶华研究之十九，一致性用在微盘控制回撤.txt,1,2024年度精选策略/8.科技与狠活.txt,independent,0.474858,0.464286,false,false
聚宽2026年精选/29穿越牛熊2.0(非小市值)年化50%的cta策略.txt,穿越牛熊2.0(非小市值)年化50%的cta策略,https://www.joinquant.com/post/47771,wsd518,5db68c8cfb60311f86b08fdbf13ada87d93105eed2a2e6acd78b0d438e4c58df,L-2636b96563,聚宽2026年精选/29穿越牛熊2.0(非小市值)年化50%的cta策略.txt,1,2025年度精选策略/19.简单到发指的股指策略(2013到现在收益10949%).txt,independent,0.097859,0.0,false,false
聚宽2026年精选/2连板龙头策略.txt,连板龙头策略,https://www.joinquant.com/post/44926,wywy1995,f1cad1c00d42287873b87fd330c5c9dd4e23172e156a033696be51098aa42665,L-b25cc37f48,2024年度精选策略/7.连板龙头策略.txt,3,2024年度精选策略/7.连板龙头策略.txt,exact-source,1.0,1.0,true,true
聚宽2026年精选/30错杀反弹，掌握人性规律，开启投资新纪元.txt,错杀反弹，掌握人性规律，开启投资新纪元,https://www.joinquant.com/post/47792,养家大哥,f5ac87af23ed34ee26bf7f52273e071aed69d1ce8c2b51c9e62820855b832a3d,L-4a1994f237,聚宽2026年精选/30错杀反弹，掌握人性规律，开启投资新纪元.txt,1,2024年度精选策略/8.科技与狠活.txt,independent,0.313446,0.242424,false,false
聚宽2026年精选/31蛇皮走位小市值策略V1.0.txt,蛇皮走位小市值策略V1.0,https://www.joinquant.com/post/48284,MarioC,72849405d21d81576f1fe055bc2cb14bc6a6d0003d6f3adf02ce4c24e2fe1f42,L-ad50d10232,聚宽2026年精选/31蛇皮走位小市值策略V1.0.txt,1,聚宽2026年精选/39干积分-大小盘反复横跳V2.0.txt,independent,0.169199,0.066667,false,true
聚宽2026年精选/32EPO优化低相关etf组合.txt,EPO优化低相关etf组合,https://www.joinquant.com/post/50253,开心果,40dd293293f981187faf9e2ccc8e44540a460bc125efac06b73ce122d1339a16,L-4b24aa8dc0,聚宽2026年精选/32EPO优化低相关etf组合.txt,1,2024年度精选策略/52.增强型投资组合优化（EPO）方法试用.txt,independent,0.535135,0.0,false,true
聚宽2026年精选/33回馈社区顺便搞积分《一个完整的机器学习pipeline》.txt,回馈社区顺便搞积分《一个完整的机器学习pipeline》,https://www.joinquant.com/post/47395,MarioC,6e57639258eaa4a36292b00c8f1da492c4cbabed26d7da2b34b9d688b07b2d6d,L-9b3661d008,聚宽2026年精选/33回馈社区顺便搞积分《一个完整的机器学习pipeline》.txt,1,2024年度精选策略/56.双人工智能配合，样本外夏普3.9.txt,independent,0.477987,0.555556,false,true
聚宽2026年精选/34十年回测 年化103.32% 最大回撤23.89%.txt,十年回测 年化103.32% 最大回撤23.89%,https://www.joinquant.com/post/47523,jason_99,ea4beb521bc9a2b215f556bf8a9031f829f8cdc61ec6ecb08319d8f3b707af85,L-4e7ba4b61d,聚宽2026年精选/34十年回测 年化103.32% 最大回撤23.89%.txt,2,聚宽2026年精选/42国九条：三年分红5千万以下且占净利润30以下将被ST.txt,near-duplicate,0.661684,0.76,false,false
"聚宽2026年精选/35【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt","【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍",https://www.joinquant.com/post/45261,120022,35c003de3696aa02244cfb111d82756ce190cc560664b2b1a1a028ce73cd915d,L-43f78df70e,2024年度精选策略/13.5年15倍的收益，年化79.93%，可实盘，拿走不谢！.txt,4,"2024年度精选策略/36.【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt",exact-source,1.0,1.0,true,true
聚宽2026年精选/36快过年了。不想呆在小市值的，可以拿这个策略躲一躲.txt,快过年了。不想呆在小市值的，可以拿这个策略躲一躲,https://www.joinquant.com/post/49995,MarioC,80e3cedb6ec10f0c531a42529695febb171492815b230e05a0a571bbe19c6c05,L-6c04db3dd0,2024年度精选策略/10.多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,3,2024年度精选策略/42.大盘ETF动量轮动RSRS择时策略-无纳指（5年半861%）.txt,probable-variant,0.80807,0.461538,false,false
聚宽2026年精选/37微盘股扩散指数双均线择时.txt,微盘股扩散指数双均线择时,https://www.joinquant.com/post/47407,无逻辑的光,69546efabbf1e8751bcc21d486f59ce1de8a03ad69a619545ec6e616c7af774b,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,聚宽2026年精选/19机器学习线性回归小市值.txt,probable-variant,0.677916,0.48,false,false
聚宽2026年精选/38ETF策略之核心资产轮动（线性增加权重）.txt,ETF策略之核心资产轮动（线性增加权重）,https://www.joinquant.com/post/47888,MarioC,f5abd1ca2c8893fef1bc833eda27af5bf2baabd3fb8c1a6fa36b7a6d2a1598d1,L-dc831cbd46,聚宽2026年精选/14安全摸狗策略.txt,3,聚宽2026年精选/14安全摸狗策略.txt,near-duplicate,0.89852,0.6,false,true
聚宽2026年精选/39干积分-大小盘反复横跳V2.0.txt,干积分-大小盘反复横跳V2.0,https://www.joinquant.com/post/47337,MarioC,1ba851b63469e2261decef2b6a15df4476ff12450bda63b527c925238867b6d7,L-8b6d40cc19,聚宽2026年精选/39干积分-大小盘反复横跳V2.0.txt,1,聚宽2026年精选/60高股息V1.0（小程序公开股池）.txt,independent,0.458378,0.464286,false,true
聚宽2026年精选/3、5年15倍的收益，年化79.93，可实盘，拿走不谢！.txt,5年15倍的收益，年化79.93，可实盘，拿走不谢！,https://www.joinquant.com/post/45510,langcheng999,2534b86b040b1803a666d9045c89c43a0fac63f5500754eea76330cd8c26fe96,L-43f78df70e,2024年度精选策略/13.5年15倍的收益，年化79.93%，可实盘，拿走不谢！.txt,4,2024年度精选策略/13.5年15倍的收益，年化79.93%，可实盘，拿走不谢！.txt,exact-source,1.0,1.0,true,true
聚宽2026年精选/40高股息策略.txt,高股息策略,https://www.joinquant.com/post/50715,雨汪,4df4451d4f625f6088b859160b69c764324ca66da9c1cc59b95f72ae9d66e6c4,L-92154ef64e,聚宽2026年精选/40高股息策略.txt,1,2022年度精选策略/22.菜场大妈选股法.txt,independent,0.518491,0.466667,false,false
